"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19364","Пользователь видит цены на смартфоны марки Honor","tests.tests_catalog","Thu Oct 16 20:54:46 GMT 2025","passed","Thu Oct 16 20:55:05 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","40973","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Thu Oct 16 20:40:11 GMT 2025","passed","Thu Oct 16 20:40:52 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","44128","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Thu Oct 16 20:43:08 GMT 2025","passed","Thu Oct 16 20:43:53 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","18483","Наведение курсора на разделы каталога и навигация по нему","tests.tests_catalog","Thu Oct 16 20:50:39 GMT 2025","passed","Thu Oct 16 20:50:57 GMT 2025","TestCatalogMenuOnHomePage","test_catalog_menu_on_home_page","",""
"","5510","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Thu Oct 16 21:02:42 GMT 2025","passed","Thu Oct 16 21:02:48 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","5898","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Thu Oct 16 21:00:04 GMT 2025","passed","Thu Oct 16 21:00:10 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","8801","При определении геолокации пользователя появляется
         модальное окно с возможностью согласиться или выбрать другую локацию","tests.tests_home_page","Thu Oct 16 21:05:46 GMT 2025","passed","Thu Oct 16 21:05:54 GMT 2025","TestUserLocation","test_user_location","",""
"","9439","Проверяем что корзина пуста","tests.tests_cart_page","Thu Oct 16 20:39:44 GMT 2025","passed","Thu Oct 16 20:39:53 GMT 2025","TestCartIsEmpty","test_cart_is_empty","",""
"","9570","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:48:23 GMT 2025","passed","Thu Oct 16 20:48:32 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","9238","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:49:16 GMT 2025","passed","Thu Oct 16 20:49:26 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","18127","Пользователь видит цены на смартфоны марки Apple iPhone","tests.tests_catalog","Thu Oct 16 20:51:27 GMT 2025","passed","Thu Oct 16 20:51:45 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","8222","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Thu Oct 16 21:08:17 GMT 2025","failed","Thu Oct 16 21:08:25 GMT 2025","TestUserLocation","test_user_location","",""
"","12018","Пользователь видит цены на смартфоны марки Asus","tests.tests_catalog","Thu Oct 16 20:57:14 GMT 2025","passed","Thu Oct 16 20:57:26 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","6067","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Thu Oct 16 21:04:05 GMT 2025","passed","Thu Oct 16 21:04:11 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","9426","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:47:55 GMT 2025","passed","Thu Oct 16 20:48:04 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","0","test_user_can_go_to_the_category_from_home_page[Smartwatches and Fitness bracelets]","tests.tests_home_page","Thu Oct 16 21:01:25 GMT 2025","failed","Thu Oct 16 21:01:25 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","8975","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:50:11 GMT 2025","passed","Thu Oct 16 20:50:20 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","18564","Пользователь видит цены на смартфоны марки Nubia","tests.tests_catalog","Thu Oct 16 20:57:56 GMT 2025","passed","Thu Oct 16 20:58:15 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","9742","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:45:09 GMT 2025","passed","Thu Oct 16 20:45:19 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","7412","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Thu Oct 16 21:07:51 GMT 2025","failed","Thu Oct 16 21:07:59 GMT 2025","TestUserLocation","test_user_location","",""
"","9504","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:49:43 GMT 2025","passed","Thu Oct 16 20:49:53 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","4700","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Thu Oct 16 21:03:18 GMT 2025","passed","Thu Oct 16 21:03:23 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","19595","Пользователь видит цены на смартфоны марки Xiaomi","tests.tests_catalog","Thu Oct 16 20:53:06 GMT 2025","passed","Thu Oct 16 20:53:26 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","18675","Пользователь видит цены на смартфоны марки Nothing","tests.tests_catalog","Thu Oct 16 20:56:24 GMT 2025","passed","Thu Oct 16 20:56:43 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","18635","Пользователь видит цены на смартфоны марки OnePlus","tests.tests_catalog","Thu Oct 16 20:55:35 GMT 2025","passed","Thu Oct 16 20:55:54 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","3857","Проверяем что пользователь может авторизоваться по номеру телефона","tests.tests_authorization","Thu Oct 16 20:39:22 GMT 2025","passed","Thu Oct 16 20:39:26 GMT 2025","TestUserCanAuthWithPhoneNumber","test_user_auth_with_phone_number","",""
"","7137","Пользователь при первом посещении (session) может принять соглашение об обработке кук","tests.tests_home_page","Thu Oct 16 20:59:38 GMT 2025","passed","Thu Oct 16 20:59:45 GMT 2025","TestCookiesMayBeAccepted","test_cookies_notice_may_be_accepted","",""
"","9790","Пользователь видит все бренды смартфонов","tests.tests_catalog","Thu Oct 16 20:48:49 GMT 2025","passed","Thu Oct 16 20:48:59 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","18599","Пользователь видит цены на смартфоны марки Samsung","tests.tests_catalog","Thu Oct 16 20:52:16 GMT 2025","passed","Thu Oct 16 20:52:35 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
