"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12377","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:42:11 GMT 2025","passed","Wed Oct 15 13:42:23 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","0","test_user_can_go_to_the_category_from_home_page[Tablets]","tests.tests_home_page","Wed Oct 15 14:03:58 GMT 2025","failed","Wed Oct 15 14:03:58 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","4995","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 15 14:08:45 GMT 2025","passed","Wed Oct 15 14:08:50 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","5547","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 15 14:06:17 GMT 2025","passed","Wed Oct 15 14:06:22 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","10612","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:49:33 GMT 2025","passed","Wed Oct 15 13:49:44 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","0","test_user_can_change_new_location_from_present_list[Krasnodar]","tests.tests_home_page","Wed Oct 15 14:11:42 GMT 2025","failed","Wed Oct 15 14:11:42 GMT 2025","TestUserLocation","test_user_location","",""
"","0","test_check_all_card_prices_brand_asus","tests.tests_catalog","Wed Oct 15 13:57:55 GMT 2025","failed","Wed Oct 15 13:57:55 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","65576","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Wed Oct 15 13:39:09 GMT 2025","passed","Wed Oct 15 13:40:15 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","120520","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Wed Oct 15 13:32:56 GMT 2025","passed","Wed Oct 15 13:34:57 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","7934","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 15 14:15:59 GMT 2025","passed","Wed Oct 15 14:16:07 GMT 2025","TestUserLocation","test_user_location","",""
"","4254","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 15 14:11:00 GMT 2025","passed","Wed Oct 15 14:11:04 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","10741","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:42:47 GMT 2025","passed","Wed Oct 15 13:42:58 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","23531","Пользователь видит цены на смартфоны марки Nubia","tests.tests_catalog","Wed Oct 15 13:58:57 GMT 2025","passed","Wed Oct 15 13:59:21 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","13622","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:46:56 GMT 2025","passed","Wed Oct 15 13:47:09 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","9594","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 15 14:14:26 GMT 2025","failed","Wed Oct 15 14:14:35 GMT 2025","TestUserLocation","test_user_location","",""
"","11415","При определении геолокации пользователя появляется
         модальное окно с возможностью согласиться или выбрать другую локацию","tests.tests_home_page","Wed Oct 15 14:11:29 GMT 2025","passed","Wed Oct 15 14:11:40 GMT 2025","TestUserLocation","test_user_location","",""
"","23663","Пользователь видит цены на смартфоны марки Apple iPhone","tests.tests_catalog","Wed Oct 15 13:51:14 GMT 2025","passed","Wed Oct 15 13:51:38 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","10353","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:48:23 GMT 2025","passed","Wed Oct 15 13:48:34 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","10517","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:48:59 GMT 2025","passed","Wed Oct 15 13:49:10 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","0","test_user_can_change_new_location_from_present_list[Chanty-Mansiysk]","tests.tests_home_page","Wed Oct 15 14:14:37 GMT 2025","failed","Wed Oct 15 14:14:37 GMT 2025","TestUserLocation","test_user_location","",""
"","10754","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:47:47 GMT 2025","passed","Wed Oct 15 13:47:58 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","61297","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Wed Oct 15 13:31:14 GMT 2025","passed","Wed Oct 15 13:32:15 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","15221","Проверяем что корзина пуста","tests.tests_cart_page","Wed Oct 15 13:30:08 GMT 2025","passed","Wed Oct 15 13:30:23 GMT 2025","TestCartIsEmpty","test_cart_is_empty","",""
"","6237","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 15 14:08:02 GMT 2025","passed","Wed Oct 15 14:08:09 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","23373","Пользователь видит цены на смартфоны марки Xiaomi","tests.tests_catalog","Wed Oct 15 13:53:20 GMT 2025","passed","Wed Oct 15 13:53:44 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","11449","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 15 13:44:52 GMT 2025","passed","Wed Oct 15 13:45:03 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","22758","Наведение курсора на разделы каталога и навигация по нему","tests.tests_catalog","Wed Oct 15 13:50:10 GMT 2025","passed","Wed Oct 15 13:50:33 GMT 2025","TestCatalogMenuOnHomePage","test_catalog_menu_on_home_page","",""
"","14015","Пользователь видит цены на смартфоны марки Huawei","tests.tests_catalog","Wed Oct 15 14:00:41 GMT 2025","passed","Wed Oct 15 14:00:55 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","24216","Пользователь видит цены на смартфоны марки Nothing","tests.tests_catalog","Wed Oct 15 13:57:29 GMT 2025","passed","Wed Oct 15 13:57:53 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","7050","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 15 14:07:14 GMT 2025","passed","Wed Oct 15 14:07:21 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","24494","Пользователь видит цены на смартфоны марки Samsung","tests.tests_catalog","Wed Oct 15 13:52:17 GMT 2025","passed","Wed Oct 15 13:52:41 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","11747","Пользователь видит цены на смартфоны марки Motorola","tests.tests_catalog","Wed Oct 15 14:01:54 GMT 2025","passed","Wed Oct 15 14:02:06 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","16426","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 15 14:13:31 GMT 2025","failed","Wed Oct 15 14:13:48 GMT 2025","TestUserLocation","test_user_location","",""
"","84225","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Wed Oct 15 13:36:02 GMT 2025","passed","Wed Oct 15 13:37:26 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
