"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5143","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 21:48:30 GMT 2025","passed","Tue Oct 07 21:48:35 GMT 2025","TestUserLocation","test_user_location","",""
"","35664","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 21:26:35 GMT 2025","passed","Tue Oct 07 21:27:11 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","9777","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 21:32:46 GMT 2025","passed","Tue Oct 07 21:32:56 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","8584","Пользователь видит цены на смартфоны марки Huawei","tests.tests_catalog","Tue Oct 07 21:42:11 GMT 2025","passed","Tue Oct 07 21:42:20 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","4987","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 21:44:51 GMT 2025","passed","Tue Oct 07 21:44:56 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","5292","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 21:43:27 GMT 2025","passed","Tue Oct 07 21:43:32 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","6807","Пользователь при первом посещении (session) может принять соглашение об обработке кук","tests.tests_home_page","Tue Oct 07 21:43:03 GMT 2025","passed","Tue Oct 07 21:43:10 GMT 2025","TestCookiesMayBeAccepted","test_cookies_notice_may_be_accepted","",""
"","14980","Пользователь видит цены на смартфоны марки Nubia","tests.tests_catalog","Tue Oct 07 21:41:28 GMT 2025","passed","Tue Oct 07 21:41:43 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","15965","Пользователь видит цены на смартфоны марки Samsung","tests.tests_catalog","Tue Oct 07 21:36:08 GMT 2025","passed","Tue Oct 07 21:36:24 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","4443","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 21:44:29 GMT 2025","passed","Tue Oct 07 21:44:33 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","8392","При определении геолокации пользователя появляется
         модальное окно с возможностью согласиться или выбрать другую локацию","tests.tests_home_page","Tue Oct 07 21:47:02 GMT 2025","passed","Tue Oct 07 21:47:11 GMT 2025","TestUserLocation","test_user_location","",""
"","2172","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Tue Oct 07 21:47:28 GMT 2025","passed","Tue Oct 07 21:47:30 GMT 2025","TestUserLocation","test_user_location","",""
"","10500","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 21:33:40 GMT 2025","passed","Tue Oct 07 21:33:51 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","10742","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 21:30:03 GMT 2025","passed","Tue Oct 07 21:30:14 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","10052","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 21:32:20 GMT 2025","passed","Tue Oct 07 21:32:30 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","15256","Пользователь видит цены на смартфоны марки Apple iPhone","tests.tests_catalog","Tue Oct 07 21:35:25 GMT 2025","passed","Tue Oct 07 21:35:40 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","22776","Наведение курсора на разделы каталога и навигация по нему","tests.tests_catalog","Tue Oct 07 21:34:33 GMT 2025","passed","Tue Oct 07 21:34:56 GMT 2025","TestCatalogMenuOnHomePage","test_catalog_menu_on_home_page","",""
"","36034","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 21:25:43 GMT 2025","passed","Tue Oct 07 21:26:19 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","33193","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 21:28:23 GMT 2025","passed","Tue Oct 07 21:28:56 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","4344","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 21:45:56 GMT 2025","passed","Tue Oct 07 21:46:00 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","36523","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Tue Oct 07 21:27:30 GMT 2025","passed","Tue Oct 07 21:28:07 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","10105","Пользователь видит все бренды смартфонов","tests.tests_catalog","Tue Oct 07 21:31:54 GMT 2025","passed","Tue Oct 07 21:32:04 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","3924","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Tue Oct 07 21:45:13 GMT 2025","passed","Tue Oct 07 21:45:17 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
