"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6469","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 08 10:23:25 GMT 2025","passed","Wed Oct 08 10:23:32 GMT 2025","TestUserLocation","test_user_location","",""
"","10168","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 08 10:06:57 GMT 2025","passed","Wed Oct 08 10:07:08 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","16880","Пользователь видит цены на смартфоны марки OnePlus","tests.tests_catalog","Wed Oct 08 10:12:19 GMT 2025","passed","Wed Oct 08 10:12:36 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","10487","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 08 10:04:13 GMT 2025","passed","Wed Oct 08 10:04:23 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","3634","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 08 10:20:37 GMT 2025","passed","Wed Oct 08 10:20:41 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","38104","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Wed Oct 08 09:55:54 GMT 2025","passed","Wed Oct 08 09:56:32 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
"","5788","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 08 10:23:03 GMT 2025","passed","Wed Oct 08 10:23:08 GMT 2025","TestUserLocation","test_user_location","",""
"","7953","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 08 10:22:12 GMT 2025","passed","Wed Oct 08 10:22:20 GMT 2025","TestUserLocation","test_user_location","",""
"","12207","Пользователь видит цены на смартфоны марки Asus","tests.tests_catalog","Wed Oct 08 10:13:54 GMT 2025","passed","Wed Oct 08 10:14:06 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","17286","Пользователь видит цены на смартфоны марки Xiaomi","tests.tests_catalog","Wed Oct 08 10:09:57 GMT 2025","passed","Wed Oct 08 10:10:14 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","3833","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 08 10:18:53 GMT 2025","passed","Wed Oct 08 10:18:56 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","9509","Пользователь видит цены на смартфоны марки Huawei","tests.tests_catalog","Wed Oct 08 10:15:24 GMT 2025","passed","Wed Oct 08 10:15:33 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","9767","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 08 10:20:05 GMT 2025","passed","Wed Oct 08 10:20:15 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","5234","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 08 10:19:16 GMT 2025","passed","Wed Oct 08 10:19:21 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","4782","Пользователь может перейти в категорию через главную страницу","tests.tests_home_page","Wed Oct 08 10:19:40 GMT 2025","passed","Wed Oct 08 10:19:45 GMT 2025","TestUserCanGoToTheCategory","test_user_can_go_to_the_category","",""
"","17362","Пользователь видит цены на смартфоны марки Apple iPhone","tests.tests_catalog","Wed Oct 08 10:08:20 GMT 2025","passed","Wed Oct 08 10:08:37 GMT 2025","TestSmartphoneCardsHavePrices","test_smartphone_cards_have_prices","",""
"","9316","При определении геолокации пользователя появляется
         модальное окно с возможностью согласиться или выбрать другую локацию","tests.tests_home_page","Wed Oct 08 10:20:51 GMT 2025","passed","Wed Oct 08 10:21:01 GMT 2025","TestUserLocation","test_user_location","",""
"","10104","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 08 10:06:03 GMT 2025","passed","Wed Oct 08 10:06:13 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","10641","Пользователь видит все бренды смартфонов","tests.tests_catalog","Wed Oct 08 10:05:36 GMT 2025","passed","Wed Oct 08 10:05:46 GMT 2025","TestAllBrandsSmartphonesIsPresent","test_all_brands_smartphones_is_present","",""
"","2450","Пользователь может изменить локацию из предложенного списка в модальном окне","tests.tests_home_page","Wed Oct 08 10:21:20 GMT 2025","passed","Wed Oct 08 10:21:23 GMT 2025","TestUserLocation","test_user_location","",""
"","37325","Пользователь может добавить смартфоны марки Apple iPhone в корзину","tests.tests_catalog","Wed Oct 08 09:57:45 GMT 2025","passed","Wed Oct 08 09:58:22 GMT 2025","TestAddSmartphoneToUserCart","test_add_smartphone_to_user_cart","",""
